,Product,Quantity,Value,date,year,month,day,price
613,Black Plate,6871,5497,2014-04-15,2014,4,15,0.8000291078445642
614,Tin Plate,37808,42381,2014-04-15,2014,4,15,1.120953237410072
615,Tin Free Steel,15713,18341,2014-04-15,2014,4,15,1.167250047731178
616,Sheets Hot Rolled,245104,164223,2014-04-15,2014,4,15,0.670013545270579
617,Sheets Cold Rolled,235605,229857,2014-04-15,2014,4,15,0.9756032342267779
618,Sheets & Strip Galv Hot Dipped,220820,199885,2014-04-15,2014,4,15,0.9051942758808079
619,Sheets & Strip Galv Electrolyt,12797,12131,2014-04-15,2014,4,15,0.9479565523169493
620,Sheets & Strip All Oth Met Coat,85110,79844,2014-04-15,2014,4,15,0.9381271295969922
621,Sheets & Strip - Electrical,7791,10283,2014-04-15,2014,4,15,1.3198562443845463
622,Strip - Hot Rolled,5045,5854,2014-04-15,2014,4,15,1.160356788899901
623,Strip - Cold Rolled,14223,35662,2014-04-15,2014,4,15,2.5073472544470223
624,Total Selected Commodities,3658999,3403217,2014-05-15,2014,5,15,0.9300950888480702
625,Ingots And Steel For Castings,4465,8325,2014-05-15,2014,5,15,1.864501679731243
626,"Blooms, Billets And Slabs",985688,572024,2014-05-15,2014,5,15,0.5803296783566403
627,Wire Rods,155532,106086,2014-05-15,2014,5,15,0.6820847156855181
628,Structural Shapes Heavy,94257,73963,2014-05-15,2014,5,15,0.7846950359124522
629,Steel Piling,14202,14941,2014-05-15,2014,5,15,1.0520349246584988
630,Plates Cut Lengths,125277,117336,2014-05-15,2014,5,15,0.9366124667736296
631,Plates In Coils,136914,99551,2014-05-15,2014,5,15,0.727106066581942
632,Rails Standard,12394,11427,2014-05-15,2014,5,15,0.9219783766338551
633,Rails All Other,1855,1980,2014-05-15,2014,5,15,1.0673854447439353
634,Railroad Accessories,466,534,2014-05-15,2014,5,15,1.145922746781116
635,Bars - Hot Rolled,139448,151405,2014-05-15,2014,5,15,1.0857452240261602
636,Bars - Light Shaped,17321,15361,2014-05-15,2014,5,15,0.886842561053057
637,Bars - Reinforcing,75398,44879,2014-05-15,2014,5,15,0.5952279901323643
638,Bars - Cold Finished,27115,69470,2014-05-15,2014,5,15,2.5620505255393695
639,Tool Steel,12727,36159,2014-05-15,2014,5,15,2.8411251669678634
640,Standard Pipe,83851,91429,2014-05-15,2014,5,15,1.0903745930281095
641,Oil Country Goods,396287,508633,2014-05-15,2014,5,15,1.2834965567883883
642,Line Pipe > 16 Inches In Diameter,67862,87247,2014-05-15,2014,5,15,1.2856532374524772
643,Line Pipe <= 16 Inches In Diameter,72290,94554,2014-05-15,2014,5,15,1.307981740213031
644,Line Pipe - Not Specified,78641,74517,2014-05-15,2014,5,15,0.9475591612517643
645,Mechanical Tubing,60009,99089,2014-05-15,2014,5,15,1.6512356479861354
646,Pressure Tubing,6615,17225,2014-05-15,2014,5,15,2.6039304610733183
647,Stainless Pipe & Tubing,13347,83303,2014-05-15,2014,5,15,6.241327639169851
648,Pipe & Tubing Nonclassified,1049,3836,2014-05-15,2014,5,15,3.6568160152526215
649,Structural Pipe & Tube,52347,51943,2014-05-15,2014,5,15,0.9922822702351615
650,Pipe For Piling,1250,1002,2014-05-15,2014,5,15,0.8016
651,Wire Drawn,66488,95995,2014-05-15,2014,5,15,1.4437943689086752
652,Black Plate,3804,2796,2014-05-15,2014,5,15,0.7350157728706624
653,Tin Plate,52518,58411,2014-05-15,2014,5,15,1.1122091473399596
654,Tin Free Steel,16287,19242,2014-05-15,2014,5,15,1.1814330447596242
655,Sheets Hot Rolled,296555,195495,2014-05-15,2014,5,15,0.6592200434995195
656,Sheets Cold Rolled,187603,200404,2014-05-15,2014,5,15,1.0682345165055995
657,Sheets & Strip Galv Hot Dipped,266992,242939,2014-05-15,2014,5,15,0.9099111583867682
658,Sheets & Strip Galv Electrolyt,13325,12405,2014-05-15,2014,5,15,0.9309568480300188
659,Sheets & Strip All Oth Met Coat,91724,87357,2014-05-15,2014,5,15,0.9523897780297415
660,Sheets & Strip - Electrical,6005,8528,2014-05-15,2014,5,15,1.42014987510408
661,Strip - Hot Rolled,6750,6976,2014-05-15,2014,5,15,1.0334814814814814
662,Strip - Cold Rolled,14341,36448,2014-05-15,2014,5,15,2.541524300955303
663,Total Selected Commodities,3276125,3150759,2014-06-15,2014,6,15,0.9617334503414857
664,Ingots And Steel For Castings,4137,7511,2014-06-15,2014,6,15,1.8155668358714043
665,"Blooms, Billets And Slabs",794062,481973,2014-06-15,2014,6,15,0.6069714959285295
666,Wire Rods,138323,101674,2014-06-15,2014,6,15,0.7350476782603038
667,Structural Shapes Heavy,72243,56478,2014-06-15,2014,6,15,0.7817781653585815
668,Steel Piling,16398,18674,2014-06-15,2014,6,15,1.1387974143188193
669,Plates Cut Lengths,157485,146370,2014-06-15,2014,6,15,0.9294218496999714
670,Plates In Coils,112780,85172,2014-06-15,2014,6,15,0.7552048235502749
671,Rails Standard,14503,13506,2014-06-15,2014,6,15,0.9312556022891816
672,Rails All Other,1532,1573,2014-06-15,2014,6,15,1.026762402088773
673,Railroad Accessories,690,746,2014-06-15,2014,6,15,1.0811594202898551
674,Bars - Hot Rolled,128282,141135,2014-06-15,2014,6,15,1.1001933240828798
675,Bars - Light Shaped,13960,13592,2014-06-15,2014,6,15,0.9736389684813753
676,Bars - Reinforcing,62957,37481,2014-06-15,2014,6,15,0.5953428530584367
677,Bars - Cold Finished,28124,77096,2014-06-15,2014,6,15,2.7412885791494808
678,Tool Steel,12663,37174,2014-06-15,2014,6,15,2.935639263997473
679,Standard Pipe,75266,85093,2014-06-15,2014,6,15,1.130563601094784
680,Oil Country Goods,319020,437096,2014-06-15,2014,6,15,1.3701209955488685
681,Line Pipe > 16 Inches In Diameter,38982,51097,2014-06-15,2014,6,15,1.3107844646246987
682,Line Pipe <= 16 Inches In Diameter,53438,72848,2014-06-15,2014,6,15,1.3632246715820202
683,Line Pipe - Not Specified,47449,43357,2014-06-15,2014,6,15,0.9137600370924571
684,Mechanical Tubing,64952,109791,2014-06-15,2014,6,15,1.6903405591821652
685,Pressure Tubing,4850,10680,2014-06-15,2014,6,15,2.2020618556701033
686,Stainless Pipe & Tubing,11830,74717,2014-06-15,2014,6,15,6.315891800507185
687,Pipe & Tubing Nonclassified,1097,4060,2014-06-15,2014,6,15,3.7010027347310848
688,Structural Pipe & Tube,36947,40942,2014-06-15,2014,6,15,1.1081278588248031
689,Pipe For Piling,1693,1314,2014-06-15,2014,6,15,0.7761370348493798
690,Wire Drawn,64970,92951,2014-06-15,2014,6,15,1.4306756964752962
691,Black Plate,4821,3817,2014-06-15,2014,6,15,0.7917444513586392
692,Tin Plate,59864,66644,2014-06-15,2014,6,15,1.113256715221168
693,Tin Free Steel,18802,20811,2014-06-15,2014,6,15,1.106850335070737
694,Sheets Hot Rolled,321849,213237,2014-06-15,2014,6,15,0.6625374010793882
695,Sheets Cold Rolled,236880,246576,2014-06-15,2014,6,15,1.0409321175278623
696,Sheets & Strip Galv Hot Dipped,246213,224379,2014-06-15,2014,6,15,0.9113206857477063
697,Sheets & Strip Galv Electrolyt,15290,15031,2014-06-15,2014,6,15,0.9830608240680183
698,Sheets & Strip All Oth Met Coat,66445,64942,2014-06-15,2014,6,15,0.9773797877944165
699,Sheets & Strip - Electrical,4903,7544,2014-06-15,2014,6,15,1.538649806241077
700,Strip - Hot Rolled,7497,7496,2014-06-15,2014,6,15,0.9998666133119914
701,Strip - Cold Rolled,14929,36181,2014-06-15,2014,6,15,2.4235380802465003
702,Total Selected Commodities,3500551,3363386,2014-07-15,2014,7,15,0.9608161686545919
703,Ingots And Steel For Castings,5183,8114,2014-07-15,2014,7,15,1.5655026046691105
704,"Blooms, Billets And Slabs",697652,413120,2014-07-15,2014,7,15,0.5921576946672553
705,Wire Rods,79133,65596,2014-07-15,2014,7,15,0.8289335675381951
706,Structural Shapes Heavy,100206,81866,2014-07-15,2014,7,15,0.8169770273237131
707,Steel Piling,11408,11952,2014-07-15,2014,7,15,1.0476858345021038
708,Plates Cut Lengths,146810,147132,2014-07-15,2014,7,15,1.0021933110823513
709,Plates In Coils,224226,159158,2014-07-15,2014,7,15,0.7098106374818264
710,Rails Standard,24246,22101,2014-07-15,2014,7,15,0.9115317990596387
711,Rails All Other,1495,1428,2014-07-15,2014,7,15,0.9551839464882943
712,Railroad Accessories,590,713,2014-07-15,2014,7,15,1.2084745762711864
713,Bars - Hot Rolled,147896,167130,2014-07-15,2014,7,15,1.1300508465408126
714,Bars - Light Shaped,18345,17562,2014-07-15,2014,7,15,0.9573180703188879
715,Bars - Reinforcing,39769,23907,2014-07-15,2014,7,15,0.6011466217405517
716,Bars - Cold Finished,28366,78555,2014-07-15,2014,7,15,2.7693365296481702
717,Tool Steel,21050,45941,2014-07-15,2014,7,15,2.1824703087885986
718,Standard Pipe,68355,74148,2014-07-15,2014,7,15,1.0847487382049594
719,Oil Country Goods,353124,431939,2014-07-15,2014,7,15,1.22319355240652
720,Line Pipe > 16 Inches In Diameter,82352,98077,2014-07-15,2014,7,15,1.1909486108412668
721,Line Pipe <= 16 Inches In Diameter,52498,66926,2014-07-15,2014,7,15,1.2748295173149453
722,Line Pipe - Not Specified,61332,53753,2014-07-15,2014,7,15,0.8764266614491619
723,Mechanical Tubing,69304,114531,2014-07-15,2014,7,15,1.6525885951748818
724,Pressure Tubing,5756,12952,2014-07-15,2014,7,15,2.2501737317581654
725,Stainless Pipe & Tubing,13523,89346,2014-07-15,2014,7,15,6.606965909931228
726,Pipe & Tubing Nonclassified,7546,9280,2014-07-15,2014,7,15,1.2297906175457196
727,Structural Pipe & Tube,43508,46014,2014-07-15,2014,7,15,1.0575986025558517
728,Pipe For Piling,660,530,2014-07-15,2014,7,15,0.803030303030303
729,Wire Drawn,67554,100688,2014-07-15,2014,7,15,1.4904816887230956
730,Black Plate,10332,8650,2014-07-15,2014,7,15,0.8372048006194348
731,Tin Plate,65402,71821,2014-07-15,2014,7,15,1.098146845662212
732,Tin Free Steel,16475,18750,2014-07-15,2014,7,15,1.1380880121396055
733,Sheets Hot Rolled,408420,273226,2014-07-15,2014,7,15,0.6689829097497674
734,Sheets Cold Rolled,222105,241853,2014-07-15,2014,7,15,1.0889129015555705
735,Sheets & Strip Galv Hot Dipped,258032,234880,2014-07-15,2014,7,15,0.9102746946115211
736,Sheets & Strip Galv Electrolyt,14524,14408,2014-07-15,2014,7,15,0.9920132194987606
737,Sheets & Strip All Oth Met Coat,99487,94910,2014-07-15,2014,7,15,0.9539939891644135
738,Sheets & Strip - Electrical,6474,9746,2014-07-15,2014,7,15,1.5054062403459993
739,Strip - Hot Rolled,8348,8361,2014-07-15,2014,7,15,1.0015572592237663
740,Strip - Cold Rolled,19064,44323,2014-07-15,2014,7,15,2.3249580360889635
741,Total Selected Commodities,3355169,3243603,2014-08-15,2014,8,15,0.9667480237210108
742,Ingots And Steel For Castings,3025,7000,2014-08-15,2014,8,15,2.3140495867768593
743,"Blooms, Billets And Slabs",812607,487355,2014-08-15,2014,8,15,0.5997425569801884
744,Wire Rods,96115,77536,2014-08-15,2014,8,15,0.8067003069239973
745,Structural Shapes Heavy,70530,59404,2014-08-15,2014,8,15,0.8422515241741103
746,Steel Piling,3880,4259,2014-08-15,2014,8,15,1.0976804123711341
747,Plates Cut Lengths,137078,140981,2014-08-15,2014,8,15,1.0284728402807162
748,Plates In Coils,170057,120898,2014-08-15,2014,8,15,0.7109263364636563
749,Rails Standard,30817,25665,2014-08-15,2014,8,15,0.8328195476522698
750,Rails All Other,11859,9519,2014-08-15,2014,8,15,0.802681507715659
751,Railroad Accessories,729,759,2014-08-15,2014,8,15,1.0411522633744856
752,Bars - Hot Rolled,117901,134943,2014-08-15,2014,8,15,1.144544999618324
753,Bars - Light Shaped,20170,17607,2014-08-15,2014,8,15,0.8729300941993059
754,Bars - Reinforcing,119778,70900,2014-08-15,2014,8,15,0.591928400874952
755,Bars - Cold Finished,29813,83931,2014-08-15,2014,8,15,2.815248381578506
756,Tool Steel,13121,35642,2014-08-15,2014,8,15,2.7164088103040926
757,Standard Pipe,69730,74390,2014-08-15,2014,8,15,1.0668291983364406
758,Oil Country Goods,299960,433062,2014-08-15,2014,8,15,1.4437324976663555
759,Line Pipe > 16 Inches In Diameter,64236,77803,2014-08-15,2014,8,15,1.2112055545177158
760,Line Pipe <= 16 Inches In Diameter,67475,80599,2014-08-15,2014,8,15,1.1945016672841793
761,Line Pipe - Not Specified,79820,67058,2014-08-15,2014,8,15,0.8401152593335004
762,Mechanical Tubing,61464,105613,2014-08-15,2014,8,15,1.7182903813614474
763,Pressure Tubing,9393,19864,2014-08-15,2014,8,15,2.1147663153412117
764,Stainless Pipe & Tubing,13344,87647,2014-08-15,2014,8,15,6.568270383693045
765,Pipe & Tubing Nonclassified,1195,4344,2014-08-15,2014,8,15,3.6351464435146443
766,Structural Pipe & Tube,37943,43380,2014-08-15,2014,8,15,1.1432938882007222
767,Pipe For Piling,2052,1846,2014-08-15,2014,8,15,0.8996101364522417
768,Wire Drawn,59597,90276,2014-08-15,2014,8,15,1.5147742336023626
769,Black Plate,8238,6589,2014-08-15,2014,8,15,0.7998300558387959
770,Tin Plate,48719,53307,2014-08-15,2014,8,15,1.094172704694267
771,Tin Free Steel,9606,10930,2014-08-15,2014,8,15,1.1378305225900478
772,Sheets Hot Rolled,285551,196926,2014-08-15,2014,8,15,0.6896351264747803
773,Sheets Cold Rolled,211241,232205,2014-08-15,2014,8,15,1.099242097888194
774,Sheets & Strip Galv Hot Dipped,256935,230583,2014-08-15,2014,8,15,0.8974370949851129
775,Sheets & Strip Galv Electrolyt,12419,13252,2014-08-15,2014,8,15,1.0670746436911185
776,Sheets & Strip All Oth Met Coat,89454,84215,2014-08-15,2014,8,15,0.9414335859771503
777,Sheets & Strip - Electrical,3637,5846,2014-08-15,2014,8,15,1.6073687104756667
778,Strip - Hot Rolled,10305,9526,2014-08-15,2014,8,15,0.9244056283357593
779,Strip - Cold Rolled,15376,37942,2014-08-15,2014,8,15,2.4676118626430803
780,Total Selected Commodities,3538136,3271044,2014-09-15,2014,9,15,0.9245105332299267
781,Ingots And Steel For Castings,2861,5819,2014-09-15,2014,9,15,2.033904229290458
782,"Blooms, Billets And Slabs",854723,490235,2014-09-15,2014,9,15,0.5735600890580925
783,Wire Rods,131370,96025,2014-09-15,2014,9,15,0.7309507497906675
784,Structural Shapes Heavy,63595,55183,2014-09-15,2014,9,15,0.8677254501140027
785,Steel Piling,12169,13775,2014-09-15,2014,9,15,1.1319746897855205
786,Plates Cut Lengths,171473,160089,2014-09-15,2014,9,15,0.9336105392685728
787,Plates In Coils,168150,116094,2014-09-15,2014,9,15,0.6904192685102587
788,Rails Standard,13458,11631,2014-09-15,2014,9,15,0.8642443156486848
789,Rails All Other,1493,1444,2014-09-15,2014,9,15,0.9671801741460148
790,Railroad Accessories,646,515,2014-09-15,2014,9,15,0.7972136222910217
791,Bars - Hot Rolled,122300,132111,2014-09-15,2014,9,15,1.0802207686017988
792,Bars - Light Shaped,14540,14453,2014-09-15,2014,9,15,0.9940165061898212
793,Bars - Reinforcing,98391,56101,2014-09-15,2014,9,15,0.5701842648209694
794,Bars - Cold Finished,28565,69217,2014-09-15,2014,9,15,2.423140206546473
795,Tool Steel,13350,38039,2014-09-15,2014,9,15,2.84936329588015
796,Standard Pipe,78055,83993,2014-09-15,2014,9,15,1.0760745628082762
797,Oil Country Goods,296952,407031,2014-09-15,2014,9,15,1.3706962741453164
798,Line Pipe > 16 Inches In Diameter,40712,53809,2014-09-15,2014,9,15,1.3216987620357634
799,Line Pipe <= 16 Inches In Diameter,65214,84892,2014-09-15,2014,9,15,1.3017450240745851
800,Line Pipe - Not Specified,58926,52666,2014-09-15,2014,9,15,0.8937650612632794
801,Mechanical Tubing,51494,86807,2014-09-15,2014,9,15,1.6857692158309705
802,Pressure Tubing,5367,12018,2014-09-15,2014,9,15,2.239239798770263
803,Stainless Pipe & Tubing,13426,90461,2014-09-15,2014,9,15,6.737747653806048
804,Pipe & Tubing Nonclassified,1408,5554,2014-09-15,2014,9,15,3.944602272727273
805,Structural Pipe & Tube,42095,44052,2014-09-15,2014,9,15,1.0464900819574772
806,Pipe For Piling,754,643,2014-09-15,2014,9,15,0.8527851458885941
807,Wire Drawn,59757,89119,2014-09-15,2014,9,15,1.491356661144301
808,Black Plate,4488,3743,2014-09-15,2014,9,15,0.8340017825311943
809,Tin Plate,56653,63086,2014-09-15,2014,9,15,1.1135509152207297
810,Tin Free Steel,12776,15125,2014-09-15,2014,9,15,1.1838603631809643
811,Sheets Hot Rolled,367422,244770,2014-09-15,2014,9,15,0.6661822101017358
812,Sheets Cold Rolled,287096,291060,2014-09-15,2014,9,15,1.013807228244211
813,Sheets & Strip Galv Hot Dipped,290869,253568,2014-09-15,2014,9,15,0.8717601394442172
814,Sheets & Strip Galv Electrolyt,10545,10146,2014-09-15,2014,9,15,0.9621621621621622
815,Sheets & Strip All Oth Met Coat,66052,63379,2014-09-15,2014,9,15,0.9595318839702053
816,Sheets & Strip - Electrical,4247,6421,2014-09-15,2014,9,15,1.51189074640923
817,Strip - Hot Rolled,12280,11353,2014-09-15,2014,9,15,0.9245114006514658
818,Strip - Cold Rolled,14466,36618,2014-09-15,2014,9,15,2.5313148071339695
819,Total Selected Commodities,4029059,3694181,2014-10-15,2014,10,15,0.916884314674965
820,Ingots And Steel For Castings,3701,8617,2014-10-15,2014,10,15,2.328289651445555
821,"Blooms, Billets And Slabs",905266,530853,2014-10-15,2014,10,15,0.586405542680273
822,Wire Rods,139027,103048,2014-10-15,2014,10,15,0.7412085422256108
823,Structural Shapes Heavy,104652,83981,2014-10-15,2014,10,15,0.8024786912815809
824,Steel Piling,10562,12593,2014-10-15,2014,10,15,1.1922931263018368
825,Plates Cut Lengths,182278,179622,2014-10-15,2014,10,15,0.9854288504372443
826,Plates In Coils,231595,164461,2014-10-15,2014,10,15,0.7101232755456724
827,Rails Standard,44399,38586,2014-10-15,2014,10,15,0.8690736277844096
828,Rails All Other,1870,1502,2014-10-15,2014,10,15,0.8032085561497326
829,Railroad Accessories,476,487,2014-10-15,2014,10,15,1.023109243697479
830,Bars - Hot Rolled,142785,164772,2014-10-15,2014,10,15,1.1539867633154743
831,Bars - Light Shaped,19811,19152,2014-10-15,2014,10,15,0.9667356519105548
832,Bars - Reinforcing,138356,79750,2014-10-15,2014,10,15,0.5764115759345456
833,Bars - Cold Finished,34385,85413,2014-10-15,2014,10,15,2.48401919441617
834,Tool Steel,14032,41632,2014-10-15,2014,10,15,2.966932725199544
835,Standard Pipe,71011,72582,2014-10-15,2014,10,15,1.0221233330047457
836,Oil Country Goods,290988,391573,2014-10-15,2014,10,15,1.3456671752787057
837,Line Pipe > 16 Inches In Diameter,56697,81425,2014-10-15,2014,10,15,1.4361430058027762
838,Line Pipe <= 16 Inches In Diameter,60018,75822,2014-10-15,2014,10,15,1.2633210036988904
839,Line Pipe - Not Specified,92693,80124,2014-10-15,2014,10,15,0.8644018426418392
840,Mechanical Tubing,51332,83895,2014-10-15,2014,10,15,1.6343606327437077
841,Pressure Tubing,4850,12038,2014-10-15,2014,10,15,2.482061855670103
842,Stainless Pipe & Tubing,13277,85562,2014-10-15,2014,10,15,6.44437749491602
843,Pipe & Tubing Nonclassified,1898,7621,2014-10-15,2014,10,15,4.015279241306638
844,Structural Pipe & Tube,50277,53073,2014-10-15,2014,10,15,1.0556119100184975
845,Pipe For Piling,1573,1391,2014-10-15,2014,10,15,0.8842975206611571
846,Wire Drawn,64092,95373,2014-10-15,2014,10,15,1.4880640329526307
847,Black Plate,9010,7121,2014-10-15,2014,10,15,0.7903440621531631
848,Tin Plate,73657,79698,2014-10-15,2014,10,15,1.0820152870738695
849,Tin Free Steel,22252,22943,2014-10-15,2014,10,15,1.0310533884594644
850,Sheets Hot Rolled,456232,304375,2014-10-15,2014,10,15,0.6671496080941276
851,Sheets Cold Rolled,295937,303376,2014-10-15,2014,10,15,1.0251371068842354
852,Sheets & Strip Galv Hot Dipped,312970,272394,2014-10-15,2014,10,15,0.8703517909064766
853,Sheets & Strip Galv Electrolyt,9421,10283,2014-10-15,2014,10,15,1.0914977178643457
854,Sheets & Strip All Oth Met Coat,85785,80247,2014-10-15,2014,10,15,0.9354432593110684
855,Sheets & Strip - Electrical,4131,6559,2014-10-15,2014,10,15,1.587751149842653
856,Strip - Hot Rolled,12468,11346,2014-10-15,2014,10,15,0.9100096246390761
857,Strip - Cold Rolled,15297,40890,2014-10-15,2014,10,15,2.6730731515983526
858,Total Selected Commodities,3351281,3189773,2014-11-15,2014,11,15,0.9518070851116335
859,Ingots And Steel For Castings,3396,6680,2014-11-15,2014,11,15,1.967020023557126
860,"Blooms, Billets And Slabs",683394,390563,2014-11-15,2014,11,15,0.571504871274843
861,Wire Rods,81173,63872,2014-11-15,2014,11,15,0.7868626267354909
862,Structural Shapes Heavy,71274,62371,2014-11-15,2014,11,15,0.875087689760642
863,Steel Piling,12927,14706,2014-11-15,2014,11,15,1.1376189371083778
864,Plates Cut Lengths,173709,157334,2014-11-15,2014,11,15,0.9057331514199034
865,Plates In Coils,183683,131994,2014-11-15,2014,11,15,0.7185967128150128
866,Rails Standard,14704,12696,2014-11-15,2014,11,15,0.8634385201305768
867,Rails All Other,3280,2919,2014-11-15,2014,11,15,0.8899390243902439
868,Railroad Accessories,278,261,2014-11-15,2014,11,15,0.9388489208633094
869,Bars - Hot Rolled,110993,128153,2014-11-15,2014,11,15,1.1546043444181164
870,Bars - Light Shaped,10137,11265,2014-11-15,2014,11,15,1.1112755253033442
871,Bars - Reinforcing,139407,80036,2014-11-15,2014,11,15,0.5741175120331117
872,Bars - Cold Finished,27188,76101,2014-11-15,2014,11,15,2.799065764307783
873,Tool Steel,13645,38974,2014-11-15,2014,11,15,2.856284353242946
874,Standard Pipe,66147,73538,2014-11-15,2014,11,15,1.1117359819795305
875,Oil Country Goods,319849,447407,2014-11-15,2014,11,15,1.398806937023408
876,Line Pipe > 16 Inches In Diameter,86977,99222,2014-11-15,2014,11,15,1.140784345286685
877,Line Pipe <= 16 Inches In Diameter,59670,73458,2014-11-15,2014,11,15,1.2310708898944194
878,Line Pipe - Not Specified,54258,47157,2014-11-15,2014,11,15,0.8691252902797744
879,Mechanical Tubing,51926,88523,2014-11-15,2014,11,15,1.7047914339637176
880,Pressure Tubing,7388,15018,2014-11-15,2014,11,15,2.0327558202490525
881,Stainless Pipe & Tubing,11375,84605,2014-11-15,2014,11,15,7.437802197802198
882,Pipe & Tubing Nonclassified,1634,6454,2014-11-15,2014,11,15,3.949816401468788
883,Structural Pipe & Tube,33934,36728,2014-11-15,2014,11,15,1.0823362998762303
884,Pipe For Piling,1582,1602,2014-11-15,2014,11,15,1.0126422250316056
885,Wire Drawn,54816,84706,2014-11-15,2014,11,15,1.5452787507297139
886,Black Plate,7731,5763,2014-11-15,2014,11,15,0.7454404346138921
887,Tin Plate,59432,63578,2014-11-15,2014,11,15,1.0697603984385515
888,Tin Free Steel,11605,12858,2014-11-15,2014,11,15,1.1079707022834986
889,Sheets Hot Rolled,360683,235721,2014-11-15,2014,11,15,0.6535406437231586
890,Sheets Cold Rolled,265256,278399,2014-11-15,2014,11,15,1.0495483608287843
891,Sheets & Strip Galv Hot Dipped,249245,218931,2014-11-15,2014,11,15,0.878376697626833
892,Sheets & Strip Galv Electrolyt,11305,10972,2014-11-15,2014,11,15,0.9705440070765148
893,Sheets & Strip All Oth Met Coat,81642,75539,2014-11-15,2014,11,15,0.925246809240342
894,Sheets & Strip - Electrical,4176,7361,2014-11-15,2014,11,15,1.762691570881226
895,Strip - Hot Rolled,8330,8452,2014-11-15,2014,11,15,1.0146458583433373
896,Strip - Cold Rolled,13132,35855,2014-11-15,2014,11,15,2.730353335363996
897,Total Selected Commodities,3299945,3256204,2014-12-15,2014,12,15,0.9867449305973282
898,Ingots And Steel For Castings,2543,5892,2014-12-15,2014,12,15,2.31694848604011
899,"Blooms, Billets And Slabs",613221,353080,2014-12-15,2014,12,15,0.5757793682864742
900,Wire Rods,110026,87097,2014-12-15,2014,12,15,0.7916038027375347
901,Structural Shapes Heavy,63909,54208,2014-12-15,2014,12,15,0.8482060429673441
902,Steel Piling,9681,11132,2014-12-15,2014,12,15,1.1498812106187377
903,Plates Cut Lengths,186872,191976,2014-12-15,2014,12,15,1.0273128130485039
904,Plates In Coils,202772,139056,2014-12-15,2014,12,15,0.6857751563332215
905,Rails Standard,39283,33094,2014-12-15,2014,12,15,0.8424509329735509
906,Rails All Other,3115,2847,2014-12-15,2014,12,15,0.9139646869983948
907,Railroad Accessories,678,751,2014-12-15,2014,12,15,1.107669616519174
908,Bars - Hot Rolled,119713,139377,2014-12-15,2014,12,15,1.1642595206869764
909,Bars - Light Shaped,12067,12052,2014-12-15,2014,12,15,0.9987569404160106
910,Bars - Reinforcing,93717,51586,2014-12-15,2014,12,15,0.5504444231035991
911,Bars - Cold Finished,30139,78660,2014-12-15,2014,12,15,2.6099074289127047
912,Tool Steel,13479,38174,2014-12-15,2014,12,15,2.8321092069144593
913,Standard Pipe,74925,79909,2014-12-15,2014,12,15,1.0665198531865199
914,Oil Country Goods,301739,428718,2014-12-15,2014,12,15,1.4208239571285117
915,Line Pipe > 16 Inches In Diameter,105573,134989,2014-12-15,2014,12,15,1.2786318471578908
916,Line Pipe <= 16 Inches In Diameter,59872,78857,2014-12-15,2014,12,15,1.3170931320149653
917,Line Pipe - Not Specified,71728,63253,2014-12-15,2014,12,15,0.8818453044836048
918,Mechanical Tubing,53910,94092,2014-12-15,2014,12,15,1.745353366722315
919,Pressure Tubing,7366,14024,2014-12-15,2014,12,15,1.9038827043171327
920,Stainless Pipe & Tubing,13739,100457,2014-12-15,2014,12,15,7.311813086833103
921,Pipe & Tubing Nonclassified,2399,9074,2014-12-15,2014,12,15,3.7824093372238434
922,Structural Pipe & Tube,27154,32173,2014-12-15,2014,12,15,1.1848346468291964
923,Pipe For Piling,1151,1254,2014-12-15,2014,12,15,1.0894874022589054
924,Wire Drawn,61693,90347,2014-12-15,2014,12,15,1.4644611220073591
925,Black Plate,7897,6443,2014-12-15,2014,12,15,0.8158794478916044
926,Tin Plate,54697,58674,2014-12-15,2014,12,15,1.0727096550085014
927,Tin Free Steel,10009,10774,2014-12-15,2014,12,15,1.0764312119092816
928,Sheets Hot Rolled,335071,218669,2014-12-15,2014,12,15,0.6526049702898788
929,Sheets Cold Rolled,259719,293830,2014-12-15,2014,12,15,1.131338100023487
930,Sheets & Strip Galv Hot Dipped,261003,226635,2014-12-15,2014,12,15,0.8683233526051425
931,Sheets & Strip Galv Electrolyt,10142,11088,2014-12-15,2014,12,15,1.0932754880694142
932,Sheets & Strip All Oth Met Coat,45825,44176,2014-12-15,2014,12,15,0.9640152755046372
933,Sheets & Strip - Electrical,7072,11247,2014-12-15,2014,12,15,1.590356334841629
934,Strip - Hot Rolled,9762,9960,2014-12-15,2014,12,15,1.020282728948986
935,Strip - Cold Rolled,16283,38580,2014-12-15,2014,12,15,2.369342258797519
936,Total Selected Commodities,3985719,3754272,2015-01-15,2015,1,15,0.9419309288989013
937,Ingots And Steel For Castings,3776,8315,2015-01-15,2015,1,15,2.2020656779661016
938,"Blooms, Billets And Slabs",741005,410481,2015-01-15,2015,1,15,0.5539517277211354
939,Wire Rods,117567,87042,2015-01-15,2015,1,15,0.7403608155349716
940,Structural Shapes Heavy,57414,49937,2015-01-15,2015,1,15,0.8697704392656843
941,Steel Piling,9528,11235,2015-01-15,2015,1,15,1.1791561712846348
942,Plates Cut Lengths,195764,172565,2015-01-15,2015,1,15,0.881495065487015
943,Plates In Coils,227392,158240,2015-01-15,2015,1,15,0.6958907965099915
