,Product,Quantity,Value,date,year,month,day,price
2020,Sheets Hot Rolled,163736,105247,2017-04-15,2017,4,15,0.6427847266331167
2021,Sheets Cold Rolled,216912,200968,2017-04-15,2017,4,15,0.9264955373607731
2022,Sheets & Strip Galv Hot Dipped,299551,256174,2017-04-15,2017,4,15,0.8551932725979883
2023,Sheets & Strip Galv Electrolyt,16547,14687,2017-04-15,2017,4,15,0.8875929171451018
2024,Sheets & Strip All Oth Met Coat,97356,91845,2017-04-15,2017,4,15,0.9433933193639837
2025,Sheets & Strip - Electrical,8733,15679,2017-04-15,2017,4,15,1.79537386923165
2026,Strip - Hot Rolled,13579,11398,2017-04-15,2017,4,15,0.8393843434715369
2027,Strip - Cold Rolled,17747,39872,2017-04-15,2017,4,15,2.246689581337691
2028,Total Selected Commodities,3144916,2607872,2017-05-15,2017,5,15,0.8292342307393902
2029,Ingots And Steel For Castings,2859,6751,2017-05-15,2017,5,15,2.3613151451556487
2030,"Blooms, Billets And Slabs",776905,404013,2017-05-15,2017,5,15,0.5200288323540201
2031,Wire Rods,155393,99581,2017-05-15,2017,5,15,0.6408332421666355
2032,Structural Shapes Heavy,63604,42938,2017-05-15,2017,5,15,0.6750833280925728
2033,Steel Piling,10147,8800,2017-05-15,2017,5,15,0.8672514043559673
2034,Plates Cut Lengths,73187,64028,2017-05-15,2017,5,15,0.874854823944143
2035,Plates In Coils,123734,92490,2017-05-15,2017,5,15,0.7474905846412465
2036,Rails Standard,31064,24159,2017-05-15,2017,5,15,0.7777169714138553
2037,Rails All Other,1560,1397,2017-05-15,2017,5,15,0.8955128205128206
2038,Railroad Accessories,430,447,2017-05-15,2017,5,15,1.0395348837209302
2039,Bars - Hot Rolled,145687,125440,2017-05-15,2017,5,15,0.8610239760582619
2040,Bars - Light Shaped,15933,11564,2017-05-15,2017,5,15,0.725789242452771
2041,Bars - Reinforcing,80403,36451,2017-05-15,2017,5,15,0.4533537305821922
2042,Bars - Cold Finished,27156,59366,2017-05-15,2017,5,15,2.1861098836352926
2043,Tool Steel,12635,35171,2017-05-15,2017,5,15,2.783616937079541
2044,Standard Pipe,111009,92198,2017-05-15,2017,5,15,0.8305452711041447
2045,Oil Country Goods,246284,222264,2017-05-15,2017,5,15,0.9024703188189245
2046,Line Pipe > 16 Inches In Diameter,87154,79830,2017-05-15,2017,5,15,0.9159648438396402
2047,Line Pipe <= 16 Inches In Diameter,39788,42926,2017-05-15,2017,5,15,1.0788680004021314
2048,Line Pipe - Not Specified,41358,37007,2017-05-15,2017,5,15,0.8947966536099424
2049,Mechanical Tubing,50096,68613,2017-05-15,2017,5,15,1.369630309805174
2050,Pressure Tubing,5961,11994,2017-05-15,2017,5,15,2.012078510317061
2051,Stainless Pipe & Tubing,12055,67105,2017-05-15,2017,5,15,5.566569888013272
2052,Pipe & Tubing Nonclassified,1353,5082,2017-05-15,2017,5,15,3.7560975609756095
2053,Structural Pipe & Tube,42604,46902,2017-05-15,2017,5,15,1.1008825462397898
2054,Pipe For Piling,1193,1014,2017-05-15,2017,5,15,0.8499580888516345
2055,Wire Drawn,71617,87275,2017-05-15,2017,5,15,1.2186352402362568
2056,Black Plate,2441,1801,2017-05-15,2017,5,15,0.7378123719786972
2057,Tin Plate,79369,76973,2017-05-15,2017,5,15,0.9698118912925702
2058,Tin Free Steel,20121,19720,2017-05-15,2017,5,15,0.9800705730331495
2059,Sheets Hot Rolled,161129,108092,2017-05-15,2017,5,15,0.670841375543819
2060,Sheets Cold Rolled,212095,200706,2017-05-15,2017,5,15,0.9463023645064712
2061,Sheets & Strip Galv Hot Dipped,292003,255932,2017-05-15,2017,5,15,0.8764704472214326
2062,Sheets & Strip Galv Electrolyt,11287,10663,2017-05-15,2017,5,15,0.9447151590325152
2063,Sheets & Strip All Oth Met Coat,86908,82279,2017-05-15,2017,5,15,0.9467367791227504
2064,Sheets & Strip - Electrical,7457,15120,2017-05-15,2017,5,15,2.0276250502883197
2065,Strip - Hot Rolled,19062,15828,2017-05-15,2017,5,15,0.8303430909663204
2066,Strip - Cold Rolled,21872,45954,2017-05-15,2017,5,15,2.1010424286759326
2067,Total Selected Commodities,3559005,2897719,2017-06-15,2017,6,15,0.8141935737657013
2068,Ingots And Steel For Castings,2958,6496,2017-06-15,2017,6,15,2.196078431372549
2069,"Blooms, Billets And Slabs",846103,434927,2017-06-15,2017,6,15,0.5140355252256522
2070,Wire Rods,157351,97464,2017-06-15,2017,6,15,0.6194050244358155
2071,Structural Shapes Heavy,89065,56906,2017-06-15,2017,6,15,0.6389266266210071
2072,Steel Piling,12381,10214,2017-06-15,2017,6,15,0.8249737501009612
2073,Plates Cut Lengths,72418,68620,2017-06-15,2017,6,15,0.9475544754066668
2074,Plates In Coils,137568,98649,2017-06-15,2017,6,15,0.7170926378227495
2075,Rails Standard,23645,15236,2017-06-15,2017,6,15,0.6443645591034045
2076,Rails All Other,1014,1033,2017-06-15,2017,6,15,1.0187376725838264
2077,Railroad Accessories,537,520,2017-06-15,2017,6,15,0.9683426443202979
2078,Bars - Hot Rolled,147027,126810,2017-06-15,2017,6,15,0.8624946438409272
2079,Bars - Light Shaped,15853,11869,2017-06-15,2017,6,15,0.7486910994764397
2080,Bars - Reinforcing,179906,85620,2017-06-15,2017,6,15,0.4759152001600836
2081,Bars - Cold Finished,30392,65801,2017-06-15,2017,6,15,2.1650763358778624
2082,Tool Steel,14382,28832,2017-06-15,2017,6,15,2.0047281323877066
2083,Standard Pipe,84597,74867,2017-06-15,2017,6,15,0.8849841010910552
2084,Oil Country Goods,300500,279886,2017-06-15,2017,6,15,0.9314009983361065
2085,Line Pipe > 16 Inches In Diameter,66460,66406,2017-06-15,2017,6,15,0.9991874811916942
2086,Line Pipe <= 16 Inches In Diameter,44335,49862,2017-06-15,2017,6,15,1.1246644862975077
2087,Line Pipe - Not Specified,66362,63643,2017-06-15,2017,6,15,0.959027756848799
2088,Mechanical Tubing,62636,85538,2017-06-15,2017,6,15,1.3656363752474616
2089,Pressure Tubing,5070,8434,2017-06-15,2017,6,15,1.6635108481262328
2090,Stainless Pipe & Tubing,10813,60774,2017-06-15,2017,6,15,5.620456857486359
2091,Pipe & Tubing Nonclassified,1651,6073,2017-06-15,2017,6,15,3.6783767413688673
2092,Structural Pipe & Tube,55953,58639,2017-06-15,2017,6,15,1.048004575268529
2093,Pipe For Piling,1194,870,2017-06-15,2017,6,15,0.7286432160804021
2094,Wire Drawn,70995,88360,2017-06-15,2017,6,15,1.244594689766885
2095,Black Plate,7201,5474,2017-06-15,2017,6,15,0.7601721983057909
2096,Tin Plate,73047,71353,2017-06-15,2017,6,15,0.9768094514490671
2097,Tin Free Steel,21124,21459,2017-06-15,2017,6,15,1.015858738875213
2098,Sheets Hot Rolled,208495,130369,2017-06-15,2017,6,15,0.6252859780810092
2099,Sheets Cold Rolled,279655,253389,2017-06-15,2017,6,15,0.9060771307503889
2100,Sheets & Strip Galv Hot Dipped,274334,248075,2017-06-15,2017,6,15,0.9042809130475989
2101,Sheets & Strip Galv Electrolyt,13159,11660,2017-06-15,2017,6,15,0.8860855688122198
2102,Sheets & Strip All Oth Met Coat,139592,135039,2017-06-15,2017,6,15,0.9673835176800962
2103,Sheets & Strip - Electrical,6919,13967,2017-06-15,2017,6,15,2.01864431276196
2104,Strip - Hot Rolled,18039,15522,2017-06-15,2017,6,15,0.8604689838682854
2105,Strip - Cold Rolled,16276,39065,2017-06-15,2017,6,15,2.4001597444089455
2106,Total Selected Commodities,3159315,2689047,2017-07-15,2017,7,15,0.8511487458515533
2107,Ingots And Steel For Castings,4523,9688,2017-07-15,2017,7,15,2.1419411894760114
2108,"Blooms, Billets And Slabs",545981,296192,2017-07-15,2017,7,15,0.5424950685097101
2109,Wire Rods,144442,89153,2017-07-15,2017,7,15,0.6172235222442226
2110,Structural Shapes Heavy,91691,57881,2017-07-15,2017,7,15,0.6312615196693241
2111,Steel Piling,4870,4202,2017-07-15,2017,7,15,0.8628336755646817
2112,Plates Cut Lengths,93148,78810,2017-07-15,2017,7,15,0.8460729162193499
2113,Plates In Coils,108134,76933,2017-07-15,2017,7,15,0.7114598553646402
2114,Rails Standard,25070,22317,2017-07-15,2017,7,15,0.8901874750698046
2115,Rails All Other,2017,1733,2017-07-15,2017,7,15,0.8591968269707486
2116,Railroad Accessories,710,707,2017-07-15,2017,7,15,0.995774647887324
2117,Bars - Hot Rolled,122162,106003,2017-07-15,2017,7,15,0.8677248244134838
2118,Bars - Light Shaped,13505,11258,2017-07-15,2017,7,15,0.8336171788226583
2119,Bars - Reinforcing,103970,50192,2017-07-15,2017,7,15,0.4827546407617582
2120,Bars - Cold Finished,25567,60682,2017-07-15,2017,7,15,2.373450150584738
2121,Tool Steel,13254,29491,2017-07-15,2017,7,15,2.2250641315829185
2122,Standard Pipe,117007,100254,2017-07-15,2017,7,15,0.8568205321049168
2123,Oil Country Goods,340046,322473,2017-07-15,2017,7,15,0.9483216976526705
2124,Line Pipe > 16 Inches In Diameter,83690,83463,2017-07-15,2017,7,15,0.9972876090333374
2125,Line Pipe <= 16 Inches In Diameter,45253,44538,2017-07-15,2017,7,15,0.9841999425452456
2126,Line Pipe - Not Specified,78140,65365,2017-07-15,2017,7,15,0.8365113898131559
2127,Mechanical Tubing,55547,74836,2017-07-15,2017,7,15,1.3472554773435108
2128,Pressure Tubing,5255,9737,2017-07-15,2017,7,15,1.8529019980970505
2129,Stainless Pipe & Tubing,11074,58801,2017-07-15,2017,7,15,5.309824814881705
2130,Pipe & Tubing Nonclassified,1027,3546,2017-07-15,2017,7,15,3.4527750730282376
2131,Structural Pipe & Tube,37793,43998,2017-07-15,2017,7,15,1.164183843568915
2132,Pipe For Piling,3644,2898,2017-07-15,2017,7,15,0.7952799121844127
2133,Wire Drawn,67145,83774,2017-07-15,2017,7,15,1.2476580534663788
2134,Black Plate,4692,3522,2017-07-15,2017,7,15,0.7506393861892583
2135,Tin Plate,64911,63106,2017-07-15,2017,7,15,0.9721926946126235
2136,Tin Free Steel,22612,21964,2017-07-15,2017,7,15,0.9713426499203962
2137,Sheets Hot Rolled,220460,134943,2017-07-15,2017,7,15,0.6120974326408418
2138,Sheets Cold Rolled,249591,231096,2017-07-15,2017,7,15,0.9258987703883553
2139,Sheets & Strip Galv Hot Dipped,292940,263395,2017-07-15,2017,7,15,0.8991431692496757
2140,Sheets & Strip Galv Electrolyt,9445,9441,2017-07-15,2017,7,15,0.9995764955002647
2141,Sheets & Strip All Oth Met Coat,106751,102206,2017-07-15,2017,7,15,0.9574242864235464
2142,Sheets & Strip - Electrical,10033,18008,2017-07-15,2017,7,15,1.7948769062095087
2143,Strip - Hot Rolled,15996,13030,2017-07-15,2017,7,15,0.8145786446611653
2144,Strip - Cold Rolled,17217,39411,2017-07-15,2017,7,15,2.289074751698902
2145,Total Selected Commodities,3061225,2543415,2017-08-15,2017,8,15,0.8308487615252064
2146,Ingots And Steel For Castings,4587,8888,2017-08-15,2017,8,15,1.9376498800959232
2147,"Blooms, Billets And Slabs",836866,393001,2017-08-15,2017,8,15,0.4696104274758444
2148,Wire Rods,114869,75888,2017-08-15,2017,8,15,0.6606482166642
2149,Structural Shapes Heavy,77800,49942,2017-08-15,2017,8,15,0.6419280205655526
2150,Steel Piling,8224,7822,2017-08-15,2017,8,15,0.9511186770428015
2151,Plates Cut Lengths,69232,61206,2017-08-15,2017,8,15,0.8840709498497804
2152,Plates In Coils,91668,66591,2017-08-15,2017,8,15,0.72643670637518
2153,Rails Standard,8059,5144,2017-08-15,2017,8,15,0.638292592133019
2154,Rails All Other,280,264,2017-08-15,2017,8,15,0.9428571428571428
2155,Railroad Accessories,414,438,2017-08-15,2017,8,15,1.0579710144927537
2156,Bars - Hot Rolled,71467,74078,2017-08-15,2017,8,15,1.036534344522647
2157,Bars - Light Shaped,14570,13058,2017-08-15,2017,8,15,0.8962251201098147
2158,Bars - Reinforcing,60074,28211,2017-08-15,2017,8,15,0.4696041548756534
2159,Bars - Cold Finished,28073,62605,2017-08-15,2017,8,15,2.230078723328465
2160,Tool Steel,13371,31633,2017-08-15,2017,8,15,2.365791638620896
2161,Standard Pipe,88384,83899,2017-08-15,2017,8,15,0.9492555213613324
2162,Oil Country Goods,243625,244543,2017-08-15,2017,8,15,1.0037680861980502
2163,Line Pipe > 16 Inches In Diameter,84979,81900,2017-08-15,2017,8,15,0.9637675190341143
2164,Line Pipe <= 16 Inches In Diameter,38879,37754,2017-08-15,2017,8,15,0.971064070577947
2165,Line Pipe - Not Specified,63807,50994,2017-08-15,2017,8,15,0.7991913112981335
2166,Mechanical Tubing,53234,73980,2017-08-15,2017,8,15,1.3897133410977947
2167,Pressure Tubing,4404,9084,2017-08-15,2017,8,15,2.0626702997275204
2168,Stainless Pipe & Tubing,12374,69715,2017-08-15,2017,8,15,5.633990625505091
2169,Pipe & Tubing Nonclassified,1270,4578,2017-08-15,2017,8,15,3.604724409448819
2170,Structural Pipe & Tube,55716,58385,2017-08-15,2017,8,15,1.047903654246536
2171,Pipe For Piling,4544,3601,2017-08-15,2017,8,15,0.7924735915492958
2172,Wire Drawn,72430,89546,2017-08-15,2017,8,15,1.2363109208891343
2173,Black Plate,8381,6066,2017-08-15,2017,8,15,0.7237799785228493
2174,Tin Plate,65003,63286,2017-08-15,2017,8,15,0.9735858344999462
2175,Tin Free Steel,20839,20862,2017-08-15,2017,8,15,1.0011036997936562
2176,Sheets Hot Rolled,162350,104925,2017-08-15,2017,8,15,0.6462888820449646
2177,Sheets Cold Rolled,238824,223265,2017-08-15,2017,8,15,0.9348516062037316
2178,Sheets & Strip Galv Hot Dipped,279123,250017,2017-08-15,2017,8,15,0.895723390763212
2179,Sheets & Strip Galv Electrolyt,12792,11118,2017-08-15,2017,8,15,0.8691369606003753
2180,Sheets & Strip All Oth Met Coat,106582,103638,2017-08-15,2017,8,15,0.9723780750971083
2181,Sheets & Strip - Electrical,9672,18508,2017-08-15,2017,8,15,1.9135649296939619
2182,Strip - Hot Rolled,14404,10724,2017-08-15,2017,8,15,0.7445154123854485
2183,Strip - Cold Rolled,20057,44256,2017-08-15,2017,8,15,2.206511442389191
2184,Total Selected Commodities,2799753,2453454,2017-09-15,2017,9,15,0.876310874566435
2185,Ingots And Steel For Castings,3347,8832,2017-09-15,2017,9,15,2.638780997908575
2186,"Blooms, Billets And Slabs",553861,272700,2017-09-15,2017,9,15,0.4923618019683639
2187,Wire Rods,84043,56943,2017-09-15,2017,9,15,0.6775460181097771
2188,Structural Shapes Heavy,59950,40560,2017-09-15,2017,9,15,0.6765638031693078
2189,Steel Piling,4114,4212,2017-09-15,2017,9,15,1.0238210986874088
2190,Plates Cut Lengths,57182,52234,2017-09-15,2017,9,15,0.9134692735476199
2191,Plates In Coils,101677,73585,2017-09-15,2017,9,15,0.7237133274978609
2192,Rails Standard,19269,14932,2017-09-15,2017,9,15,0.774923452177072
2193,Rails All Other,1017,916,2017-09-15,2017,9,15,0.9006882989183874
2194,Railroad Accessories,713,658,2017-09-15,2017,9,15,0.9228611500701263
2195,Bars - Hot Rolled,71563,73077,2017-09-15,2017,9,15,1.0211561840615961
2196,Bars - Light Shaped,10588,8706,2017-09-15,2017,9,15,0.8222516055912353
2197,Bars - Reinforcing,110968,55670,2017-09-15,2017,9,15,0.5016761588926537
2198,Bars - Cold Finished,24003,53483,2017-09-15,2017,9,15,2.228179810856976
2199,Tool Steel,15006,32054,2017-09-15,2017,9,15,2.1360789017726245
2200,Standard Pipe,75690,70369,2017-09-15,2017,9,15,0.9297000924824944
2201,Oil Country Goods,311811,326430,2017-09-15,2017,9,15,1.0468841702184977
2202,Line Pipe > 16 Inches In Diameter,128632,118988,2017-09-15,2017,9,15,0.9250264319920393
2203,Line Pipe <= 16 Inches In Diameter,41203,45226,2017-09-15,2017,9,15,1.0976385214668836
2204,Line Pipe - Not Specified,82846,67519,2017-09-15,2017,9,15,0.8149940854114863
2205,Mechanical Tubing,53885,74447,2017-09-15,2017,9,15,1.3815904240512202
2206,Pressure Tubing,5284,11269,2017-09-15,2017,9,15,2.132664647993944
2207,Stainless Pipe & Tubing,11438,70598,2017-09-15,2017,9,15,6.172232907851023
2208,Pipe & Tubing Nonclassified,920,3898,2017-09-15,2017,9,15,4.23695652173913
2209,Structural Pipe & Tube,51408,54604,2017-09-15,2017,9,15,1.062169312169312
2210,Pipe For Piling,6556,5828,2017-09-15,2017,9,15,0.8889566809029896
2211,Wire Drawn,58970,75016,2017-09-15,2017,9,15,1.2721044598948619
2212,Black Plate,4820,3811,2017-09-15,2017,9,15,0.7906639004149377
2213,Tin Plate,84987,81834,2017-09-15,2017,9,15,0.9629002082671467
2214,Tin Free Steel,13244,14304,2017-09-15,2017,9,15,1.0800362428269406
2215,Sheets Hot Rolled,157383,102220,2017-09-15,2017,9,15,0.6494983575100233
2216,Sheets Cold Rolled,210028,197048,2017-09-15,2017,9,15,0.938198716361628
2217,Sheets & Strip Galv Hot Dipped,245262,222234,2017-09-15,2017,9,15,0.9061085696112728
2218,Sheets & Strip Galv Electrolyt,14417,12979,2017-09-15,2017,9,15,0.9002566414649372
2219,Sheets & Strip All Oth Met Coat,86275,83657,2017-09-15,2017,9,15,0.9696551724137931
2220,Sheets & Strip - Electrical,6122,12368,2017-09-15,2017,9,15,2.0202548186867038
2221,Strip - Hot Rolled,14496,12415,2017-09-15,2017,9,15,0.8564431567328918
2222,Strip - Cold Rolled,16778,37830,2017-09-15,2017,9,15,2.2547383478364527
2223,Total Selected Commodities,2856041,2564700,2017-10-15,2017,10,15,0.8979913103488361
2224,Ingots And Steel For Castings,3997,9578,2017-10-15,2017,10,15,2.396297222917188
2225,"Blooms, Billets And Slabs",566294,290392,2017-10-15,2017,10,15,0.512793707861994
2226,Wire Rods,110770,73878,2017-10-15,2017,10,15,0.6669495350726731
2227,Structural Shapes Heavy,56047,39650,2017-10-15,2017,10,15,0.7074419683479937
2228,Steel Piling,8749,7136,2017-10-15,2017,10,15,0.8156360726940222
2229,Plates Cut Lengths,72577,64539,2017-10-15,2017,10,15,0.8892486600438155
2230,Plates In Coils,125084,90268,2017-10-15,2017,10,15,0.7216590451216782
2231,Rails Standard,1312,1184,2017-10-15,2017,10,15,0.9024390243902439
2232,Rails All Other,1524,1869,2017-10-15,2017,10,15,1.2263779527559056
2233,Railroad Accessories,1304,988,2017-10-15,2017,10,15,0.7576687116564417
2234,Bars - Hot Rolled,87799,90873,2017-10-15,2017,10,15,1.0350117882891605
2235,Bars - Light Shaped,9819,7866,2017-10-15,2017,10,15,0.8010999083409716
2236,Bars - Reinforcing,72512,37186,2017-10-15,2017,10,15,0.5128254633715799
2237,Bars - Cold Finished,26889,62215,2017-10-15,2017,10,15,2.3137714306965673
2238,Tool Steel,15203,34429,2017-10-15,2017,10,15,2.264618825231862
2239,Standard Pipe,83642,75090,2017-10-15,2017,10,15,0.897754716529973
2240,Oil Country Goods,307527,315588,2017-10-15,2017,10,15,1.0262123325756762
2241,Line Pipe > 16 Inches In Diameter,85328,82492,2017-10-15,2017,10,15,0.9667635477217326
2242,Line Pipe <= 16 Inches In Diameter,54902,56972,2017-10-15,2017,10,15,1.0377035444974683
2243,Line Pipe - Not Specified,88679,74598,2017-10-15,2017,10,15,0.8412138161233212
2244,Mechanical Tubing,57705,84441,2017-10-15,2017,10,15,1.4633220691447881
2245,Pressure Tubing,7513,24187,2017-10-15,2017,10,15,3.2193531212564888
2246,Stainless Pipe & Tubing,13090,78328,2017-10-15,2017,10,15,5.9838044308632545
2247,Pipe & Tubing Nonclassified,1366,4991,2017-10-15,2017,10,15,3.6537335285505126
2248,Structural Pipe & Tube,61799,63927,2017-10-15,2017,10,15,1.03443421414586
2249,Pipe For Piling,1667,1801,2017-10-15,2017,10,15,1.080383923215357
2250,Wire Drawn,60080,82203,2017-10-15,2017,10,15,1.3682256990679094
2251,Black Plate,4245,2821,2017-10-15,2017,10,15,0.6645465253239105
2252,Tin Plate,75908,74479,2017-10-15,2017,10,15,0.9811745797544396
2253,Tin Free Steel,18798,18639,2017-10-15,2017,10,15,0.9915416533673795
2254,Sheets Hot Rolled,162802,110638,2017-10-15,2017,10,15,0.6795862458692153
2255,Sheets Cold Rolled,229805,216324,2017-10-15,2017,10,15,0.9413372206871042
2256,Sheets & Strip Galv Hot Dipped,238933,222535,2017-10-15,2017,10,15,0.9313698819334291
2257,Sheets & Strip Galv Electrolyt,14240,12904,2017-10-15,2017,10,15,0.9061797752808989
2258,Sheets & Strip All Oth Met Coat,82191,78570,2017-10-15,2017,10,15,0.955944081468774
2259,Sheets & Strip - Electrical,9400,16107,2017-10-15,2017,10,15,1.7135106382978724
2260,Strip - Hot Rolled,19249,14920,2017-10-15,2017,10,15,0.775105200270144
2261,Strip - Cold Rolled,17290,40094,2017-10-15,2017,10,15,2.3189126662810873
2262,Total Selected Commodities,2505479,2317380,2017-11-15,2017,11,15,0.9249249345135202
2263,Ingots And Steel For Castings,4312,11133,2017-11-15,2017,11,15,2.581864564007421
2264,"Blooms, Billets And Slabs",532957,279577,2017-11-15,2017,11,15,0.5245770296665585
2265,Wire Rods,72784,52038,2017-11-15,2017,11,15,0.714964827434601
2266,Structural Shapes Heavy,34784,29430,2017-11-15,2017,11,15,0.8460786568537259
2267,Steel Piling,11396,11186,2017-11-15,2017,11,15,0.9815724815724816
2268,Plates Cut Lengths,60216,54190,2017-11-15,2017,11,15,0.8999269297196758
2269,Plates In Coils,122503,90821,2017-11-15,2017,11,15,0.7413777621772528
2270,Rails Standard,21463,16981,2017-11-15,2017,11,15,0.7911755113451056
2271,Rails All Other,2526,1929,2017-11-15,2017,11,15,0.7636579572446556
2272,Railroad Accessories,389,402,2017-11-15,2017,11,15,1.0334190231362468
2273,Bars - Hot Rolled,130168,124664,2017-11-15,2017,11,15,0.9577161821645873
2274,Bars - Light Shaped,9679,8698,2017-11-15,2017,11,15,0.8986465543961153
2275,Bars - Reinforcing,54707,29824,2017-11-15,2017,11,15,0.5451587548211381
2276,Bars - Cold Finished,28141,64963,2017-11-15,2017,11,15,2.3084822856330622
2277,Tool Steel,10742,28630,2017-11-15,2017,11,15,2.6652392478123255
2278,Standard Pipe,73941,65985,2017-11-15,2017,11,15,0.8924006978536941
2279,Oil Country Goods,250034,282479,2017-11-15,2017,11,15,1.1297623523200844
2280,Line Pipe > 16 Inches In Diameter,52660,54967,2017-11-15,2017,11,15,1.0438093429548043
2281,Line Pipe <= 16 Inches In Diameter,40076,44372,2017-11-15,2017,11,15,1.1071963269787404
2282,Line Pipe - Not Specified,55095,51266,2017-11-15,2017,11,15,0.9305018604229058
2283,Mechanical Tubing,43172,63053,2017-11-15,2017,11,15,1.4605068099694247
2284,Pressure Tubing,6724,16247,2017-11-15,2017,11,15,2.4162700773349197
2285,Stainless Pipe & Tubing,11288,68207,2017-11-15,2017,11,15,6.042434443656981
2286,Pipe & Tubing Nonclassified,1252,4611,2017-11-15,2017,11,15,3.6829073482428116
2287,Structural Pipe & Tube,43278,52978,2017-11-15,2017,11,15,1.2241323536207773
2288,Pipe For Piling,7182,6317,2017-11-15,2017,11,15,0.8795600111389585
2289,Wire Drawn,57374,80953,2017-11-15,2017,11,15,1.4109701258409733
2290,Black Plate,6093,4519,2017-11-15,2017,11,15,0.7416707697357624
2291,Tin Plate,78298,75289,2017-11-15,2017,11,15,0.9615698996142941
2292,Tin Free Steel,15501,14429,2017-11-15,2017,11,15,0.9308431714082962
2293,Sheets Hot Rolled,152967,103958,2017-11-15,2017,11,15,0.6796106349735563
2294,Sheets Cold Rolled,170080,170444,2017-11-15,2017,11,15,1.002140169332079
2295,Sheets & Strip Galv Hot Dipped,232882,210494,2017-11-15,2017,11,15,0.9038654769368177
2296,Sheets & Strip Galv Electrolyt,9046,8569,2017-11-15,2017,11,15,0.947269511386248
2297,Sheets & Strip All Oth Met Coat,57398,57396,2017-11-15,2017,11,15,0.9999651555803338
2298,Sheets & Strip - Electrical,11784,20794,2017-11-15,2017,11,15,1.7645960624575696
2299,Strip - Hot Rolled,14471,12011,2017-11-15,2017,11,15,0.8300048372607284
2300,Strip - Cold Rolled,18116,43573,2017-11-15,2017,11,15,2.4052219032899096
2301,Total Selected Commodities,2222866,2153061,2017-12-15,2017,12,15,0.9685968474932812
2302,Ingots And Steel For Castings,3785,9894,2017-12-15,2017,12,15,2.614002642007926
2303,"Blooms, Billets And Slabs",513251,335026,2017-12-15,2017,12,15,0.652752746706777
2304,Wire Rods,76138,52293,2017-12-15,2017,12,15,0.6868186713598992
2305,Structural Shapes Heavy,48684,34965,2017-12-15,2017,12,15,0.7182031057431599
2306,Steel Piling,8301,8185,2017-12-15,2017,12,15,0.9860257800265029
2307,Plates Cut Lengths,47104,47719,2017-12-15,2017,12,15,1.0130562160326086
2308,Plates In Coils,92676,64576,2017-12-15,2017,12,15,0.6967931287496223
2309,Rails Standard,2111,2298,2017-12-15,2017,12,15,1.0885836096636665
2310,Rails All Other,1140,1167,2017-12-15,2017,12,15,1.0236842105263158
2311,Railroad Accessories,328,335,2017-12-15,2017,12,15,1.021341463414634
2312,Bars - Hot Rolled,98462,102867,2017-12-15,2017,12,15,1.0447380715402896
2313,Bars - Light Shaped,10065,8514,2017-12-15,2017,12,15,0.8459016393442623
2314,Bars - Reinforcing,47891,27730,2017-12-15,2017,12,15,0.5790231985132906
2315,Bars - Cold Finished,26534,63313,2017-12-15,2017,12,15,2.386108389236451
2316,Tool Steel,14123,34112,2017-12-15,2017,12,15,2.4153508461375064
2317,Standard Pipe,67926,62167,2017-12-15,2017,12,15,0.9152165591967729
2318,Oil Country Goods,189649,239116,2017-12-15,2017,12,15,1.260834488977005
2319,Line Pipe > 16 Inches In Diameter,50701,53796,2017-12-15,2017,12,15,1.0610441608646772
2320,Line Pipe <= 16 Inches In Diameter,30651,36368,2017-12-15,2017,12,15,1.1865192000261002
2321,Line Pipe - Not Specified,42024,34958,2017-12-15,2017,12,15,0.8318579859128117
2322,Mechanical Tubing,46271,70648,2017-12-15,2017,12,15,1.5268310604914526
2323,Pressure Tubing,4322,16555,2017-12-15,2017,12,15,3.8304025913928736
2324,Stainless Pipe & Tubing,13247,78523,2017-12-15,2017,12,15,5.927606250471805
2325,Pipe & Tubing Nonclassified,1230,4262,2017-12-15,2017,12,15,3.465040650406504
2326,Structural Pipe & Tube,40621,47438,2017-12-15,2017,12,15,1.1678196006991457
2327,Pipe For Piling,668,679,2017-12-15,2017,12,15,1.0164670658682635
2328,Wire Drawn,56520,79921,2017-12-15,2017,12,15,1.414030431705591
2329,Black Plate,3511,2253,2017-12-15,2017,12,15,0.6416975220734833
2330,Tin Plate,71571,68775,2017-12-15,2017,12,15,0.9609338978077713
2331,Tin Free Steel,21056,21563,2017-12-15,2017,12,15,1.0240786474164134
2332,Sheets Hot Rolled,139554,90961,2017-12-15,2017,12,15,0.6517978703584275
2333,Sheets Cold Rolled,186571,175134,2017-12-15,2017,12,15,0.9386989403497864
2334,Sheets & Strip Galv Hot Dipped,188875,171832,2017-12-15,2017,12,15,0.909765718067505
2335,Sheets & Strip Galv Electrolyt,5261,5824,2017-12-15,2017,12,15,1.1070138756890324
2336,Sheets & Strip All Oth Met Coat,35967,36379,2017-12-15,2017,12,15,1.0114549448105208
2337,Sheets & Strip - Electrical,6038,10883,2017-12-15,2017,12,15,1.8024180192116595
2338,Strip - Hot Rolled,12444,11778,2017-12-15,2017,12,15,0.946480231436837
2339,Strip - Cold Rolled,17597,40249,2017-12-15,2017,12,15,2.28726487469455
2340,Total Selected Commodities,2611857,2450476,2018-01-15,2018,1,15,0.938212160926115
2341,Ingots And Steel For Castings,4599,11488,2018-01-15,2018,1,15,2.4979343335507718
2342,"Blooms, Billets And Slabs",492646,288591,2018-01-15,2018,1,15,0.5857979157447741
