,Country_Area,Quantity,Value,year,month,day,date,price
661,Other Europe,5164.0,6394.0,2014,2,15,2014-02-15,1.2381874515879163
662,Euro Area,350899.0,510550.0,2014,2,15,2014-02-15,1.454977073174902
663,Pacific Rim Countries,785205.0,772331.0,2014,2,15,2014-02-15,0.9836042816844008
664,Australia,87.0,722.0,2014,2,15,2014-02-15,8.298850574712644
665,China,182551.0,174730.0,2014,2,15,2014-02-15,0.9571571779940948
666,Indonesia,624.0,1644.0,2014,2,15,2014-02-15,2.6346153846153846
667,Japan,189896.0,203920.0,2014,2,15,2014-02-15,1.0738509499936808
668,Countries(NICS),397386.0,376923.0,2014,2,15,2014-02-15,0.9485059866225786
669,Hong Kong,286.0,357.0,2014,2,15,2014-02-15,1.2482517482517483
670,Korea,313167.0,267724.0,2014,2,15,2014-02-15,0.8548921182627799
671,Singapore,,,2014,2,15,2014-02-15,
672,Taiwan,83933.0,108842.0,2014,2,15,2014-02-15,1.2967724256252011
673,Other Pacific Rim,14661.0,14392.0,2014,2,15,2014-02-15,0.9816520019098288
674,South/Central America,269892.0,180496.0,2014,2,15,2014-02-15,0.6687712121885792
675,Argentina,19022.0,31806.0,2014,2,15,2014-02-15,1.6720639259804437
676,Brazil,239125.0,138758.0,2014,2,15,2014-02-15,0.5802739153162572
677,Chile,60.0,98.0,2014,2,15,2014-02-15,1.6333333333333333
678,Colombia,1009.0,1963.0,2014,2,15,2014-02-15,1.9454905847373638
679,Venezuela,,,2014,2,15,2014-02-15,
680,Other S/C America,10677.0,7871.0,2014,2,15,2014-02-15,0.7371920951578159
681,Other Countries,122529.0,116489.0,2014,2,15,2014-02-15,0.9507055472582001
682,India,95348.0,87851.0,2014,2,15,2014-02-15,0.9213722364391492
683,South Africa,13352.0,14468.0,2014,2,15,2014-02-15,1.0835829838226483
684,Thailand,1305.0,1462.0,2014,2,15,2014-02-15,1.1203065134099617
685,Other,12524.0,12708.0,2014,2,15,2014-02-15,1.014691791759821
686,Total Census Basis,2933841.0,2788471.0,2014,3,15,2014-03-15,0.9504506208755008
687,North America,674517.0,674960.0,2014,3,15,2014-03-15,1.0006567662490344
688,Canada,437335.0,457122.0,2014,3,15,2014-03-15,1.04524449220849
689,Mexico,237182.0,217838.0,2014,3,15,2014-03-15,0.9184423775834591
690,Europe,1081698.0,1044195.0,2014,3,15,2014-03-15,0.965329509715281
691,European Union,498896.0,684084.0,2014,3,15,2014-03-15,1.371195599884545
692,Austria,19449.0,41822.0,2014,3,15,2014-03-15,2.150341919893054
693,Belgium,14232.0,22760.0,2014,3,15,2014-03-15,1.5992130410342889
694,Czech Republic,8984.0,10696.0,2014,3,15,2014-03-15,1.1905609973285842
695,Finland,5071.0,7111.0,2014,3,15,2014-03-15,1.4022875172549794
696,France,25997.0,47576.0,2014,3,15,2014-03-15,1.8300573143054968
697,Germany,129404.0,186264.0,2014,3,15,2014-03-15,1.4393990912182004
698,Italy,42844.0,90750.0,2014,3,15,2014-03-15,2.1181495658668656
699,Netherlands,70346.0,59663.0,2014,3,15,2014-03-15,0.8481363545901686
700,Poland,212.0,378.0,2014,3,15,2014-03-15,1.7830188679245282
701,Spain,19304.0,25954.0,2014,3,15,2014-03-15,1.344488188976378
702,Sweden,20995.0,49130.0,2014,3,15,2014-03-15,2.340080971659919
703,United Kingdom,102922.0,91651.0,2014,3,15,2014-03-15,0.8904898855443928
704,Other EU,39136.0,50331.0,2014,3,15,2014-03-15,1.2860537612428455
705,Norway,916.0,1680.0,2014,3,15,2014-03-15,1.834061135371179
706,Russia,419836.0,230402.0,2014,3,15,2014-03-15,0.5487904800922265
707,Switzerland,1447.0,4804.0,2014,3,15,2014-03-15,3.3199723565998616
708,Turkey,153847.0,112063.0,2014,3,15,2014-03-15,0.7284054937697843
709,Ukraine,1591.0,4767.0,2014,3,15,2014-03-15,2.996228786926461
710,Other Europe,5164.0,6394.0,2014,3,15,2014-03-15,1.2381874515879163
711,Euro Area,350899.0,510550.0,2014,3,15,2014-03-15,1.454977073174902
712,Pacific Rim Countries,785205.0,772331.0,2014,3,15,2014-03-15,0.9836042816844008
713,Australia,87.0,722.0,2014,3,15,2014-03-15,8.298850574712644
714,China,182551.0,174730.0,2014,3,15,2014-03-15,0.9571571779940948
715,Indonesia,624.0,1644.0,2014,3,15,2014-03-15,2.6346153846153846
716,Japan,189896.0,203920.0,2014,3,15,2014-03-15,1.0738509499936808
717,Countries(NICS),397386.0,376923.0,2014,3,15,2014-03-15,0.9485059866225786
718,Hong Kong,286.0,357.0,2014,3,15,2014-03-15,1.2482517482517483
719,Korea,313167.0,267724.0,2014,3,15,2014-03-15,0.8548921182627799
720,Singapore,,,2014,3,15,2014-03-15,
721,Taiwan,83933.0,108842.0,2014,3,15,2014-03-15,1.2967724256252011
722,Other Pacific Rim,14661.0,14392.0,2014,3,15,2014-03-15,0.9816520019098288
723,South/Central America,269892.0,180496.0,2014,3,15,2014-03-15,0.6687712121885792
724,Argentina,19022.0,31806.0,2014,3,15,2014-03-15,1.6720639259804437
725,Brazil,239125.0,138758.0,2014,3,15,2014-03-15,0.5802739153162572
726,Chile,60.0,98.0,2014,3,15,2014-03-15,1.6333333333333333
727,Colombia,1009.0,1963.0,2014,3,15,2014-03-15,1.9454905847373638
728,Venezuela,,,2014,3,15,2014-03-15,
729,Other S/C America,10677.0,7871.0,2014,3,15,2014-03-15,0.7371920951578159
730,Other Countries,122529.0,116489.0,2014,3,15,2014-03-15,0.9507055472582001
731,India,95348.0,87851.0,2014,3,15,2014-03-15,0.9213722364391492
732,South Africa,13352.0,14468.0,2014,3,15,2014-03-15,1.0835829838226483
733,Thailand,1305.0,1462.0,2014,3,15,2014-03-15,1.1203065134099617
734,Other,12524.0,12708.0,2014,3,15,2014-03-15,1.014691791759821
735,Total Census Basis,3391086.0,3133510.0,2014,4,15,2014-04-15,0.9240432121155288
736,North America,763810.0,752852.0,2014,4,15,2014-04-15,0.9856535002160223
737,Canada,496158.0,510499.0,2014,4,15,2014-04-15,1.028904099097465
738,Mexico,267653.0,242353.0,2014,4,15,2014-04-15,0.9054746257280882
739,Europe,1095234.0,1050118.0,2014,4,15,2014-04-15,0.9588069764086944
740,European Union,482751.0,652155.0,2014,4,15,2014-04-15,1.3509138251396682
741,Austria,30709.0,56232.0,2014,4,15,2014-04-15,1.8311244260640203
742,Belgium,9357.0,16209.0,2014,4,15,2014-04-15,1.7322859890990703
743,Czech Republic,9741.0,18456.0,2014,4,15,2014-04-15,1.8946720049276256
744,Finland,5190.0,6774.0,2014,4,15,2014-04-15,1.3052023121387284
745,France,37489.0,54471.0,2014,4,15,2014-04-15,1.4529862092880579
746,Germany,90101.0,141996.0,2014,4,15,2014-04-15,1.575964750668694
747,Italy,35552.0,74663.0,2014,4,15,2014-04-15,2.100106885688569
748,Netherlands,54719.0,41168.0,2014,4,15,2014-04-15,0.7523529304263601
749,Poland,256.0,518.0,2014,4,15,2014-04-15,2.0234375
750,Spain,21722.0,23893.0,2014,4,15,2014-04-15,1.0999447564680969
751,Sweden,24660.0,56352.0,2014,4,15,2014-04-15,2.2851581508515815
752,United Kingdom,117598.0,105272.0,2014,4,15,2014-04-15,0.8951852922668753
753,Other EU,45658.0,56151.0,2014,4,15,2014-04-15,1.2298173375969161
754,Norway,1047.0,1886.0,2014,4,15,2014-04-15,1.8013371537726839
755,Russia,461990.0,264751.0,2014,4,15,2014-04-15,0.5730665165912682
756,Switzerland,1258.0,4598.0,2014,4,15,2014-04-15,3.6550079491255962
757,Turkey,129030.0,103129.0,2014,4,15,2014-04-15,0.7992637371153996
758,Ukraine,8736.0,11718.0,2014,4,15,2014-04-15,1.3413461538461537
759,Other Europe,10422.0,11881.0,2014,4,15,2014-04-15,1.1399923239301477
760,Euro Area,313681.0,447619.0,2014,4,15,2014-04-15,1.4269879272254296
761,Pacific Rim Countries,1090533.0,1013716.0,2014,4,15,2014-04-15,0.9295601325223537
762,Australia,20364.0,12427.0,2014,4,15,2014-04-15,0.6102435670791593
763,China,378101.0,305430.0,2014,4,15,2014-04-15,0.8078000322665108
764,Indonesia,1005.0,3137.0,2014,4,15,2014-04-15,3.1213930348258705
765,Japan,227478.0,251069.0,2014,4,15,2014-04-15,1.1037067320795857
766,Countries(NICS),448084.0,423873.0,2014,4,15,2014-04-15,0.9459677203381509
767,Hong Kong,2011.0,2275.0,2014,4,15,2014-04-15,1.1312779711586276
768,Korea,364812.0,315060.0,2014,4,15,2014-04-15,0.8636229071412125
769,Singapore,45.0,178.0,2014,4,15,2014-04-15,3.9555555555555557
770,Taiwan,81216.0,106361.0,2014,4,15,2014-04-15,1.3096064814814814
771,Other Pacific Rim,15501.0,17780.0,2014,4,15,2014-04-15,1.1470227727243403
772,South/Central America,336099.0,204158.0,2014,4,15,2014-04-15,0.6074341191137135
773,Argentina,7561.0,14492.0,2014,4,15,2014-04-15,1.91667768813649
774,Brazil,320901.0,182957.0,2014,4,15,2014-04-15,0.5701353376898171
775,Chile,,,2014,4,15,2014-04-15,
776,Colombia,1353.0,2039.0,2014,4,15,2014-04-15,1.5070214338507022
777,Venezuela,,,2014,4,15,2014-04-15,
778,Other S/C America,6284.0,4670.0,2014,4,15,2014-04-15,0.7431572246976448
779,Other Countries,105410.0,112665.0,2014,4,15,2014-04-15,1.0688264870505644
780,India,62463.0,70911.0,2014,4,15,2014-04-15,1.1352480668555784
781,South Africa,12436.0,13671.0,2014,4,15,2014-04-15,1.0993084593116758
782,Thailand,1247.0,1880.0,2014,4,15,2014-04-15,1.5076182838813152
783,Other,29264.0,26203.0,2014,4,15,2014-04-15,0.8954004920721705
784,Total Census Basis,3658999.0,3403217.0,2014,5,15,2014-05-15,0.9300950888480702
785,North America,772911.0,759911.0,2014,5,15,2014-05-15,0.9831804696789151
786,Canada,490599.0,496600.0,2014,5,15,2014-05-15,1.0122319857969544
787,Mexico,282312.0,263311.0,2014,5,15,2014-05-15,0.9326950324463714
788,Europe,1156872.0,1117185.0,2014,5,15,2014-05-15,0.9656945625790926
789,European Union,598445.0,744889.0,2014,5,15,2014-05-15,1.2447075336914837
790,Austria,22065.0,40993.0,2014,5,15,2014-05-15,1.8578291411738046
791,Belgium,13254.0,19314.0,2014,5,15,2014-05-15,1.457220461747397
792,Czech Republic,18598.0,39632.0,2014,5,15,2014-05-15,2.130981826002796
793,Finland,11661.0,11615.0,2014,5,15,2014-05-15,0.9960552268244576
794,France,32605.0,54342.0,2014,5,15,2014-05-15,1.6666768900475388
795,Germany,97022.0,152185.0,2014,5,15,2014-05-15,1.5685617694955782
796,Italy,56865.0,91432.0,2014,5,15,2014-05-15,1.6078783082739823
797,Netherlands,50076.0,45620.0,2014,5,15,2014-05-15,0.9110152568096493
798,Poland,387.0,649.0,2014,5,15,2014-05-15,1.677002583979328
799,Spain,34651.0,45188.0,2014,5,15,2014-05-15,1.3040893480707627
800,Sweden,18337.0,45107.0,2014,5,15,2014-05-15,2.4598898402137754
801,United Kingdom,193029.0,141531.0,2014,5,15,2014-05-15,0.7332110719114744
802,Other EU,49896.0,57281.0,2014,5,15,2014-05-15,1.1480078563411897
803,Norway,414.0,793.0,2014,5,15,2014-05-15,1.9154589371980677
804,Russia,399762.0,233738.0,2014,5,15,2014-05-15,0.5846928922709012
805,Switzerland,1412.0,4611.0,2014,5,15,2014-05-15,3.2655807365439093
806,Turkey,136832.0,106900.0,2014,5,15,2014-05-15,0.78125
807,Ukraine,11680.0,16978.0,2014,5,15,2014-05-15,1.453595890410959
808,Other Europe,8325.0,9277.0,2014,5,15,2014-05-15,1.1143543543543544
809,Euro Area,361952.0,507584.0,2014,5,15,2014-05-15,1.4023516930421713
810,Pacific Rim Countries,1141910.0,1102102.0,2014,5,15,2014-05-15,0.965139109036614
811,Australia,46357.0,27761.0,2014,5,15,2014-05-15,0.5988523847531118
812,China,276807.0,263730.0,2014,5,15,2014-05-15,0.952757697601578
813,Indonesia,807.0,2682.0,2014,5,15,2014-05-15,3.323420074349442
814,Japan,166994.0,202561.0,2014,5,15,2014-05-15,1.212983700013174
815,Countries(NICS),628533.0,587279.0,2014,5,15,2014-05-15,0.9343646236554007
816,Hong Kong,2716.0,2131.0,2014,5,15,2014-05-15,0.7846097201767305
817,Korea,529401.0,467816.0,2014,5,15,2014-05-15,0.8836704124094967
818,Singapore,44.0,187.0,2014,5,15,2014-05-15,4.25
819,Taiwan,96373.0,117145.0,2014,5,15,2014-05-15,1.2155375468232803
820,Other Pacific Rim,22412.0,18089.0,2014,5,15,2014-05-15,0.8071122612885954
821,South/Central America,417727.0,263202.0,2014,5,15,2014-05-15,0.630081368932341
822,Argentina,21858.0,36060.0,2014,5,15,2014-05-15,1.6497392259127093
823,Brazil,392053.0,222584.0,2014,5,15,2014-05-15,0.5677395658240085
824,Chile,,,2014,5,15,2014-05-15,
825,Colombia,1872.0,2702.0,2014,5,15,2014-05-15,1.4433760683760684
826,Venezuela,1.0,9.0,2014,5,15,2014-05-15,9.0
827,Other S/C America,1945.0,1846.0,2014,5,15,2014-05-15,0.9491002570694087
828,Other Countries,169580.0,160818.0,2014,5,15,2014-05-15,0.9483311711286708
829,India,97223.0,95666.0,2014,5,15,2014-05-15,0.983985270974975
830,South Africa,14531.0,13840.0,2014,5,15,2014-05-15,0.9524464937031175
831,Thailand,11044.0,10509.0,2014,5,15,2014-05-15,0.9515574067366896
832,Other,46782.0,40803.0,2014,5,15,2014-05-15,0.872194433756573
833,Total Census Basis,3276125.0,3150759.0,2014,6,15,2014-06-15,0.9617334503414857
834,North America,853530.0,808936.0,2014,6,15,2014-06-15,0.9477534474476585
835,Canada,484510.0,493826.0,2014,6,15,2014-06-15,1.019227673319436
836,Mexico,369020.0,315110.0,2014,6,15,2014-06-15,0.8539103571622134
837,Europe,927204.0,1045354.0,2014,6,15,2014-06-15,1.127426111190202
838,European Union,582649.0,790051.0,2014,6,15,2014-06-15,1.3559638822000897
839,Austria,36783.0,65720.0,2014,6,15,2014-06-15,1.7866949405975587
840,Belgium,12038.0,18831.0,2014,6,15,2014-06-15,1.5642963947499584
841,Czech Republic,18913.0,29882.0,2014,6,15,2014-06-15,1.5799714482102258
842,Finland,10947.0,12328.0,2014,6,15,2014-06-15,1.1261532840047501
843,France,35768.0,55551.0,2014,6,15,2014-06-15,1.5530921494072913
844,Germany,95131.0,163734.0,2014,6,15,2014-06-15,1.7211424246565263
845,Italy,57932.0,96754.0,2014,6,15,2014-06-15,1.6701304978250362
846,Netherlands,70471.0,61070.0,2014,6,15,2014-06-15,0.8665976075265003
847,Poland,112.0,396.0,2014,6,15,2014-06-15,3.5357142857142856
848,Spain,30426.0,38144.0,2014,6,15,2014-06-15,1.2536646289357787
849,Sweden,29017.0,63352.0,2014,6,15,2014-06-15,2.1832718751076956
850,United Kingdom,56026.0,71919.0,2014,6,15,2014-06-15,1.2836718666333489
851,Other EU,129085.0,112370.0,2014,6,15,2014-06-15,0.8705116783514738
852,Norway,969.0,1764.0,2014,6,15,2014-06-15,1.8204334365325077
853,Russia,139781.0,90264.0,2014,6,15,2014-06-15,0.6457529993346736
854,Switzerland,2333.0,5204.0,2014,6,15,2014-06-15,2.2306043720531505
855,Turkey,181723.0,132147.0,2014,6,15,2014-06-15,0.7271891835375819
856,Ukraine,9752.0,15331.0,2014,6,15,2014-06-15,1.5720877768662838
857,Other Europe,9997.0,10594.0,2014,6,15,2014-06-15,1.0597179153746124
858,Euro Area,460514.0,597829.0,2014,6,15,2014-06-15,1.2981776884090386
859,Pacific Rim Countries,963122.0,921111.0,2014,6,15,2014-06-15,0.9563803962530188
860,Australia,31275.0,19941.0,2014,6,15,2014-06-15,0.6376019184652278
861,China,209705.0,212291.0,2014,6,15,2014-06-15,1.0123316086883956
862,Indonesia,1489.0,3397.0,2014,6,15,2014-06-15,2.2813969106783074
863,Japan,214864.0,210975.0,2014,6,15,2014-06-15,0.9819001787177005
864,Countries(NICS),493971.0,466454.0,2014,6,15,2014-06-15,0.9442943006775701
865,Hong Kong,650.0,509.0,2014,6,15,2014-06-15,0.7830769230769231
866,Korea,415430.0,357237.0,2014,6,15,2014-06-15,0.8599210456635293
867,Singapore,23.0,91.0,2014,6,15,2014-06-15,3.9565217391304346
868,Taiwan,77868.0,108617.0,2014,6,15,2014-06-15,1.3948862177017516
869,Other Pacific Rim,11818.0,8052.0,2014,6,15,2014-06-15,0.6813335589778304
870,South/Central America,443699.0,278085.0,2014,6,15,2014-06-15,0.6267424537806036
871,Argentina,17871.0,29679.0,2014,6,15,2014-06-15,1.6607352694309216
872,Brazil,421917.0,243432.0,2014,6,15,2014-06-15,0.5769665597736048
873,Chile,24.0,128.0,2014,6,15,2014-06-15,5.333333333333333
874,Colombia,2655.0,3634.0,2014,6,15,2014-06-15,1.368738229755179
875,Venezuela,,,2014,6,15,2014-06-15,
876,Other S/C America,1231.0,1213.0,2014,6,15,2014-06-15,0.9853777416734363
877,Other Countries,88571.0,97273.0,2014,6,15,2014-06-15,1.098248862494496
878,India,45054.0,50297.0,2014,6,15,2014-06-15,1.116371465352688
879,South Africa,9828.0,10020.0,2014,6,15,2014-06-15,1.0195360195360195
880,Thailand,7059.0,7224.0,2014,6,15,2014-06-15,1.023374415639609
881,Other,26630.0,29732.0,2014,6,15,2014-06-15,1.116485167104769
882,Total Census Basis,3500551.0,3363386.0,2014,7,15,2014-07-15,0.9608161686545919
883,North America,744740.0,755249.0,2014,7,15,2014-07-15,1.0141109649005022
884,Canada,477932.0,497730.0,2014,7,15,2014-07-15,1.041424303038926
885,Mexico,266808.0,257519.0,2014,7,15,2014-07-15,0.9651847021078829
886,Europe,1039128.0,1071500.0,2014,7,15,2014-07-15,1.0311530437058765
887,European Union,575971.0,744015.0,2014,7,15,2014-07-15,1.2917577447475654
888,Austria,24408.0,41297.0,2014,7,15,2014-07-15,1.6919452638479187
889,Belgium,14308.0,27982.0,2014,7,15,2014-07-15,1.9556891249650545
890,Czech Republic,24890.0,27149.0,2014,7,15,2014-07-15,1.0907593411008436
891,Finland,5995.0,11059.0,2014,7,15,2014-07-15,1.8447039199332778
892,France,46996.0,74438.0,2014,7,15,2014-07-15,1.5839220359179504
893,Germany,74846.0,122045.0,2014,7,15,2014-07-15,1.630614862517703
894,Italy,81089.0,105872.0,2014,7,15,2014-07-15,1.3056271504149761
895,Netherlands,82658.0,71332.0,2014,7,15,2014-07-15,0.8629775702291369
896,Poland,152.0,664.0,2014,7,15,2014-07-15,4.368421052631579
897,Spain,22163.0,29018.0,2014,7,15,2014-07-15,1.3092992825880974
898,Sweden,24125.0,55336.0,2014,7,15,2014-07-15,2.293720207253886
899,United Kingdom,109227.0,100086.0,2014,7,15,2014-07-15,0.9163119009036227
900,Other EU,65116.0,77738.0,2014,7,15,2014-07-15,1.1938386878800908
901,Norway,516.0,1288.0,2014,7,15,2014-07-15,2.496124031007752
902,Russia,329038.0,204345.0,2014,7,15,2014-07-15,0.6210376916951842
903,Switzerland,1435.0,4774.0,2014,7,15,2014-07-15,3.3268292682926828
904,Turkey,120464.0,101569.0,2014,7,15,2014-07-15,0.8431481604462744
905,Ukraine,3780.0,6207.0,2014,7,15,2014-07-15,1.642063492063492
906,Other Europe,7924.0,9302.0,2014,7,15,2014-07-15,1.173902069661787
907,Euro Area,403841.0,537074.0,2014,7,15,2014-07-15,1.329914496051664
908,Pacific Rim Countries,1138759.0,1104713.0,2014,7,15,2014-07-15,0.970102541450825
909,Australia,29937.0,18284.0,2014,7,15,2014-07-15,0.6107492400708153
910,China,244276.0,260112.0,2014,7,15,2014-07-15,1.0648283089619939
911,Indonesia,692.0,1423.0,2014,7,15,2014-07-15,2.05635838150289
912,Japan,217840.0,226929.0,2014,7,15,2014-07-15,1.0417232831435916
913,Countries(NICS),632441.0,587939.0,2014,7,15,2014-07-15,0.9296345429850373
914,Hong Kong,1299.0,1033.0,2014,7,15,2014-07-15,0.7952270977675134
915,Korea,535190.0,453092.0,2014,7,15,2014-07-15,0.8466002728003139
916,Singapore,41.0,177.0,2014,7,15,2014-07-15,4.317073170731708
917,Taiwan,95910.0,133636.0,2014,7,15,2014-07-15,1.3933479303513712
918,Other Pacific Rim,13573.0,10027.0,2014,7,15,2014-07-15,0.7387460399322183
919,South/Central America,436608.0,281842.0,2014,7,15,2014-07-15,0.6455264218704192
920,Argentina,18055.0,32398.0,2014,7,15,2014-07-15,1.7944059817225146
921,Brazil,399744.0,235629.0,2014,7,15,2014-07-15,0.5894497478386167
922,Chile,2.0,3.0,2014,7,15,2014-07-15,1.5
923,Colombia,2021.0,2923.0,2014,7,15,2014-07-15,1.446313706086096
924,Venezuela,,,2014,7,15,2014-07-15,
925,Other S/C America,16785.0,10888.0,2014,7,15,2014-07-15,0.6486744116770926
926,Other Countries,141317.0,150082.0,2014,7,15,2014-07-15,1.0620236772645895
927,India,88806.0,96108.0,2014,7,15,2014-07-15,1.0822241740422944
928,South Africa,18122.0,21389.0,2014,7,15,2014-07-15,1.1802781149983446
929,Thailand,1870.0,3730.0,2014,7,15,2014-07-15,1.9946524064171123
930,Other,32520.0,28855.0,2014,7,15,2014-07-15,0.8873001230012301
931,Total Census Basis,3355169.0,3243603.0,2014,8,15,2014-08-15,0.9667480237210108
932,North America,746398.0,746611.0,2014,8,15,2014-08-15,1.000285370539578
933,Canada,450660.0,449764.0,2014,8,15,2014-08-15,0.9980118049083566
934,Mexico,295738.0,296848.0,2014,8,15,2014-08-15,1.0037533221973503
935,Europe,1135091.0,1124904.0,2014,8,15,2014-08-15,0.9910253891538211
936,European Union,532448.0,746668.0,2014,8,15,2014-08-15,1.402330368411563
937,Austria,29440.0,58170.0,2014,8,15,2014-08-15,1.975883152173913
938,Belgium,15348.0,24080.0,2014,8,15,2014-08-15,1.5689340630701067
939,Czech Republic,18750.0,26868.0,2014,8,15,2014-08-15,1.43296
940,Finland,14869.0,16946.0,2014,8,15,2014-08-15,1.1396865962741274
941,France,33137.0,59596.0,2014,8,15,2014-08-15,1.7984730060053717
942,Germany,108567.0,170111.0,2014,8,15,2014-08-15,1.5668757541426033
943,Italy,51883.0,96061.0,2014,8,15,2014-08-15,1.8514927818360543
944,Netherlands,47300.0,42284.0,2014,8,15,2014-08-15,0.893953488372093
945,Poland,553.0,1293.0,2014,8,15,2014-08-15,2.338155515370705
946,Spain,45560.0,47103.0,2014,8,15,2014-08-15,1.0338674275680422
947,Sweden,23725.0,57458.0,2014,8,15,2014-08-15,2.4218335089567966
948,United Kingdom,102674.0,95772.0,2014,8,15,2014-08-15,0.9327775288778074
949,Other EU,40643.0,50927.0,2014,8,15,2014-08-15,1.2530325025219595
950,Norway,1209.0,2384.0,2014,8,15,2014-08-15,1.9718775847808105
951,Russia,389816.0,219256.0,2014,8,15,2014-08-15,0.5624602376505838
952,Switzerland,903.0,3841.0,2014,8,15,2014-08-15,4.25359911406423
953,Turkey,191066.0,126701.0,2014,8,15,2014-08-15,0.663126877623439
954,Ukraine,13055.0,17629.0,2014,8,15,2014-08-15,1.3503638452700115
955,Other Europe,6594.0,8426.0,2014,8,15,2014-08-15,1.2778283287837429
956,Euro Area,376294.0,547048.0,2014,8,15,2014-08-15,1.4537781628194975
957,Pacific Rim Countries,1005777.0,998953.0,2014,8,15,2014-08-15,0.9932151958137838
958,Australia,35522.0,22303.0,2014,8,15,2014-08-15,0.6278644220483081
959,China,206957.0,218721.0,2014,8,15,2014-08-15,1.0568427257836168
960,Indonesia,411.0,1160.0,2014,8,15,2014-08-15,2.8223844282238444
961,Japan,225613.0,235176.0,2014,8,15,2014-08-15,1.042386741898738
962,Countries(NICS),530394.0,516026.0,2014,8,15,2014-08-15,0.9729107041180707
963,Hong Kong,24.0,78.0,2014,8,15,2014-08-15,3.25
964,Korea,409354.0,364504.0,2014,8,15,2014-08-15,0.8904371277671649
965,Singapore,3027.0,2567.0,2014,8,15,2014-08-15,0.8480343574496201
966,Taiwan,117989.0,148876.0,2014,8,15,2014-08-15,1.2617786403817306
967,Other Pacific Rim,6881.0,5567.0,2014,8,15,2014-08-15,0.8090393838104927
968,South/Central America,308512.0,205288.0,2014,8,15,2014-08-15,0.665413338865263
969,Argentina,18243.0,31404.0,2014,8,15,2014-08-15,1.7214273968097353
970,Brazil,285745.0,169786.0,2014,8,15,2014-08-15,0.594187124884075
971,Chile,31.0,113.0,2014,8,15,2014-08-15,3.6451612903225805
972,Colombia,708.0,672.0,2014,8,15,2014-08-15,0.9491525423728814
973,Venezuela,,,2014,8,15,2014-08-15,
974,Other S/C America,3784.0,3312.0,2014,8,15,2014-08-15,0.8752642706131079
975,Other Countries,159390.0,167846.0,2014,8,15,2014-08-15,1.0530522617479139
976,India,88782.0,91793.0,2014,8,15,2014-08-15,1.0339145322250005
977,South Africa,6317.0,9186.0,2014,8,15,2014-08-15,1.4541712838372645
978,Thailand,8248.0,8200.0,2014,8,15,2014-08-15,0.9941804073714839
979,Other,56042.0,58667.0,2014,8,15,2014-08-15,1.0468398700974269
980,Total Census Basis,3538136.0,3271044.0,2014,9,15,2014-09-15,0.9245105332299267
981,North America,813660.0,819690.0,2014,9,15,2014-09-15,1.0074109578939605
982,Canada,480964.0,498730.0,2014,9,15,2014-09-15,1.0369383155496046
983,Mexico,332696.0,320960.0,2014,9,15,2014-09-15,0.9647245533459975
984,Europe,1228075.0,1129003.0,2014,9,15,2014-09-15,0.9193274026423468
985,European Union,590547.0,720013.0,2014,9,15,2014-09-15,1.2192306454863033
986,Austria,18528.0,37174.0,2014,9,15,2014-09-15,2.0063687392055267
987,Belgium,13065.0,18696.0,2014,9,15,2014-09-15,1.4309988518943744
988,Czech Republic,10928.0,15171.0,2014,9,15,2014-09-15,1.3882686676427525
989,Finland,9716.0,11172.0,2014,9,15,2014-09-15,1.1498559077809798
990,France,26204.0,43483.0,2014,9,15,2014-09-15,1.6594031445580828
991,Germany,108815.0,159286.0,2014,9,15,2014-09-15,1.463823921334375
992,Italy,79419.0,106214.0,2014,9,15,2014-09-15,1.3373877787431219
993,Netherlands,78915.0,68601.0,2014,9,15,2014-09-15,0.8693024139897358
994,Poland,225.0,1038.0,2014,9,15,2014-09-15,4.613333333333333
995,Spain,24235.0,28303.0,2014,9,15,2014-09-15,1.167856406024345
996,Sweden,20093.0,40624.0,2014,9,15,2014-09-15,2.021798636341014
997,United Kingdom,143378.0,121311.0,2014,9,15,2014-09-15,0.8460921480282888
998,Other EU,57025.0,68940.0,2014,9,15,2014-09-15,1.2089434458570802
999,Norway,557.0,1111.0,2014,9,15,2014-09-15,1.9946140035906643
1000,Russia,449865.0,260894.0,2014,9,15,2014-09-15,0.5799384259722361
1001,Switzerland,1292.0,3483.0,2014,9,15,2014-09-15,2.6958204334365323
1002,Turkey,157983.0,112864.0,2014,9,15,2014-09-15,0.7144059803902951
1003,Ukraine,10145.0,14385.0,2014,9,15,2014-09-15,1.4179398718580583
1004,Other Europe,17685.0,16252.0,2014,9,15,2014-09-15,0.9189708792762228
1005,Euro Area,395383.0,512085.0,2014,9,15,2014-09-15,1.2951619063035082
1006,Pacific Rim Countries,920222.0,912296.0,2014,9,15,2014-09-15,0.9913868609965856
1007,Australia,192.0,694.0,2014,9,15,2014-09-15,3.6145833333333335
1008,China,297778.0,284763.0,2014,9,15,2014-09-15,0.9562929430649678
1009,Indonesia,965.0,3080.0,2014,9,15,2014-09-15,3.1917098445595853
1010,Japan,159358.0,178815.0,2014,9,15,2014-09-15,1.122096160845392
1011,Countries(NICS),446670.0,433332.0,2014,9,15,2014-09-15,0.9701390288132178
1012,Hong Kong,1371.0,1038.0,2014,9,15,2014-09-15,0.7571115973741794
1013,Korea,352719.0,306719.0,2014,9,15,2014-09-15,0.8695845701535784
1014,Singapore,23.0,82.0,2014,9,15,2014-09-15,3.5652173913043477
